ID;EXT_ID;SOURCE;FIRSTNAME;LASTNAME;TITLE;EMAIL;REPORTS_TO;DEPARTMENT;JOBCODE;DIVISION;LOCATION;CITY;COUNTRY;NAME;SKILL_SET
100021;1000002729;;Delphine;Petters;;Delphine.Petters@external.com;100008;;;;;Rennes;France;Delphine Petters;MDG
100022;1000000079;;Jan;Richer;;Jan.Richer@external.com;100004;;;;;Champigny-sur-Marne;France;Jan Richer;NW JAVA
100023;1000000037;;Damaris;Tuel;;Damaris.Tuel@external.com;100004;;;;;Quimper;France;Damaris Tuel;PARTNER SUPPORT
100024;1000000036;;Marivel;Madonna;;Marivel.Madonna@external.com;100004;;;;;Toulon;France;Marivel Madonna;S4HANA Cloud
100025;1000000035;;Karena;Rivers;;Karena.Rivers@external.com;100006;;;;;Vincennes;France;Karena Rivers;S4HANA Finance
100026;1000000034;;Leora;Murguia;;Leora.Murguia@external.com;100001;;;;;Montreuil;France;Leora Murguia;S4HANA PLM MAN
100027;1000004736;;Nicolle;Matley;;Nicolle.Matley@external.com;100005;;;;;Niort;France;Nicolle Matley;S4HANA PROCUREMENT
100028;1000004381;;Estell;Baudoin;;Estell.Baudoin@external.com;100001;;;;;Nice;France;Estell Baudoin;S4HANA Sales
100029;1000004389;;Harriette;Arp;;Harriette.Arp@external.com;100002;;;;;Pessac;France;Harriette Arp;Knowledge about core functionality and architecture of the SAP Cloud Platform
100030;1000004390;;Shaquita;Medellin;;Shaquita.Medellin@external.com;100011;;;;;Dieppe;France;Shaquita Medellin;SCM
100031;1000004387;;Dalton;Gullick;;Dalton.Gullick@external.com;100002;;;;;Vierzon;France;Dalton Gullick;SF EC, INT, Analytics
100032;1000000068;;Ouida;Falcone;;Ouida.Falcone@external.com;100001;;;;;Saumur;France;Ouida Falcone;SF LMS, JAM & PLT 
100033;1000000033;;Chadwick;Stejskal;;Chadwick.Stejskal@external.com;100001;;;;;Albi;France;Chadwick Stejskal;SF Recruiting & ONB
100034;1000003012;;Monnie;Flory;;Monnie.Flory@external.com;100010;;;;;Dole;France;Monnie Flory;SF TALENT
100035;1000000032;;Long;Devane;;Long.Devane@external.com;100011;;;;;Le Cannet;France;Long Devane;Knowledge about functionality and architecture of the product SAP Sports One
100036;1000000031;;Calista;Maroon;;Calista.Maroon@external.com;100009;;;;;Bayonne;France;Calista Maroon;SRM
100037;1000000030;;Iluminada;Beyer;;Iluminada.Beyer@external.com;100005;;;;;Narbonne;France;Iluminada Beyer;Support Portal
100038;1000002851;;Lena;Tiggs;;Lena.Tiggs@external.com;100014;;;;;Nanterre;France;Lena Tiggs;UX
100039;1000000029;;Len;Boomer;;Len.Boomer@external.com;100013;;;;;Paris;France;Len Boomer;Unix / Linux Architecture, kernel, API and principles of operation�Software development IBM
100040;1000000028;;Maple;Senior;;Maple.Senior@external.com;100008;;;;;Maubeuge;France;Maple Senior;AIF Development
100041;1000002635;;Audie;Spanbauer;;Audie.Spanbauer@external.com;100001;;;;;Montreuil;France;Audie Spanbauer;B2B Development
100042;1000004529;;Gianna;Hayes;;Gianna.Hayes@external.com;100003;;;;;Paris;France;Gianna Hayes;Interface Development
100043;1000004526;;Lia;Fino;;Lia.Fino@external.com;100009;;;;;Amsterdam;Netherlands;Lia Fino;Generic software engineering and development  tasks based on SAP Development Platforms, mainly on the platforms SAP NetWeaver, SAP HANA and SAP HANA Cloud Platform. Area of activities are front-end, back-end and  interface development. This includes to extend, to integrate and to build up new applications: on premise and in the cloud evironment
100044;1000004528;;Josue;Vandine;;Josue.Vandine@external.com;100012;;;;;Katwijk;Netherlands;Josue Vandine;SAP SDI & SAP SDQ development
100045;1000004525;;Cleora;Guadalupe;;Cleora.Guadalupe@external.com;100008;;;;;Berkel en Rodenrijs;Netherlands;Cleora Guadalupe;SAP ADP development
100046;1000004527;;Garry;Mansfield;;Garry.Mansfield@external.com;100013;;;;;Bleiswijk;Netherlands;Garry Mansfield;SAP Migration Cockpit development
100047;1000004524;;Janee;Milliron;;Janee.Milliron@external.com;100009;;;;;Zaandam;Netherlands;Janee Milliron;Web Enablement
100048;1000004101;;Elois;Cupit;;Elois.Cupit@external.com;100002;;;;;Amsterdam;Netherlands;Elois Cupit;UML Software Design SCP SuccessFactors
100049;1000004102;;Lucy;Regan;;Lucy.Regan@external.com;100008;;;;;Amsterdam;Netherlands;Lucy Regan;M&A business process architecture, integration, and deployment.
100050;1000004103;;Glayds;Plumb;;Glayds.Plumb@external.com;100002;;;;;Beverwijk;Netherlands;Glayds Plumb;Include Day1 company code setup, acquired employee onboarding, operational integreation process setup.
100051;1000004104;;Selena;Mitchum;;Selena.Mitchum@external.com;100007;;;;;Delft;Netherlands;Selena Mitchum;Knowledge and Experience as Agile coach
100053;1000004106;;Clifton;Smither;;Clifton.Smither@external.com;100007;;;;;Merseyside;United Kingdom;Clifton Smither;Writing clean-code, refactoring techniques.
100054;1000004107;;Laureen;Picone;;Laureen.Picone@external.com;100006;;;;;Central Bedfordshire;United Kingdom;Laureen Picone;Asynchronous JavaScript and XML
100055;1000004108;;Maryanne;Rabago;;Maryanne.Rabago@external.com;100001;;;;;Greater London;United Kingdom;Maryanne Rabago;Hardware troubleshooting of Apple Devices inlcuding Macs, iPhones, iPads and Apple TVs
100056;1000004109;;Chiquita;Acree;;Chiquita.Acree@external.com;100010;;;;;Richmond;United Kingdom;Chiquita Acree;Business Manager including administration of Volume Purchase Program (VPP) and Device Enrollment Program (DEP) and incident and problem management through AppleCare
100057;1000002724;;Eugenie;Russom;;Eugenie.Russom@external.com;100004;;;;;Middlesex;United Kingdom;Eugenie Russom;Automation for iOS
100058;1000002725;;Rosalia;Distefano;;Rosalia.Distefano@external.com;100001;;;;;Bierton;United Kingdom;Rosalia Distefano;Automation for macOS
100059;1000002727;;Daphne;Vierra;;Daphne.Vierra@external.com;100008;;;;;Cornwall;United Kingdom;Daphne Vierra;Operation, Maintenance, and support of SAP Applications
100060;1000002512;;Laurence;Hartzog;;Laurence.Hartzog@external.com;100014;;;;;Shetland Islands;United Kingdom;Laurence Hartzog;Servers/Infra and applications Monitoring tool
100061;1000002513;;Merlin;Bensley;;Merlin.Bensley@external.com;100003;;;;;Scottish Borders;United Kingdom;Merlin Bensley;Execution of data migration for specific data objects (in context of integrating acquired companies).
100062;1000002790;;Milly;Plants;;Milly.Plants@external.com;100005;;;;;Essex;United Kingdom;Milly Plants;Using Artifactory or Nexus for Repoistory package management
100063;1000002789;;Fonda;Chisum;;Fonda.Chisum@external.com;100005;;;;;Surrey;United Kingdom;Fonda Chisum;Applying and Implementing Artificial Intelligence
100064;1000002511;;Alta;Nishioka;;Alta.Nishioka@external.com;100004;;;;;Cornwall;United Kingdom;Alta Nishioka;Process Owner, represents IT within Audits and Risk Assessment process
100065;1000002726;;Marlin;Kirkley;;Marlin.Kirkley@external.com;100011;;;;;Shetland Islands;United Kingdom;Marlin Kirkley;scripting for Unix and macOS
100066;1000002746;;Nichole;Geil;;Nichole.Geil@external.com;100009;;;;;Scottish Borders;United Kingdom;Nichole Geil;BML Language specific to Oracle CPQ Cloud, or API Integrations
100067;1000002748;;Neida;Cadieux;;Neida.Cadieux@external.com;100014;;;;;Essex;United Kingdom;Neida Cadieux;Patch Management
100068;1000002750;;Norman;Yeater;;Norman.Yeater@external.com;100003;;;;;Manchester;United Kingdom;Norman Yeater;Test automation using CBTA
100069;1000002749;;Elease;Fonte;;Elease.Fonte@external.com;100014;;;;;Devon;United Kingdom;Elease Fonte;BMI/Product Catalog integrations/enhancements/ Maintenance/Operations
100070;1000002756;;Isabell;Hermanson;;Isabell.Hermanson@external.com;100002;;;;;Argyll and Bute;United Kingdom;Isabell Hermanson;Service Desk
100071;1000002754;;Edris;Peagler;;Edris.Peagler@external.com;100002;;;;;West Berkshire;United Kingdom;Edris Peagler;Network Services, Active Directory, Exchange, Unified Communication Technology, IBS
100072;1000002755;;Elane;Eggebrecht;;Elane.Eggebrecht@external.com;100009;;;;;Hertfordshire;United Kingdom;Elane Eggebrecht;Workplace Delivery, Secure Services, Cloud Collaboration Plattform
100073;1000002752;;Qiana;Schoonover;;Qiana.Schoonover@external.com;100007;;;;;Surrey;United Kingdom;Qiana Schoonover;Design, Modelling and Concept for (master) data architectures, e.g. establish data object catalog, create data distribution diagrams
100074;1000002757;;Santiago;Minter;;Santiago.Minter@external.com;100002;;;;;Essex;United Kingdom;Santiago Minter;Design & Implementation of data protection solutions to ensure data compliance
100075;1000002759;;Alleen;Laino;;Alleen.Laino@external.com;100007;;;;;Aberdeen City;United Kingdom;Alleen Laino;Design & Implementation of data integration scenarios
100076;1000002760;;Trish;Nishimura;;Trish.Nishimura@external.com;100009;;;;;London;United Kingdom;Trish Nishimura;Design & Implementation of data quality management solutions
100077;1000002763;;Carrol;Renolds;;Carrol.Renolds@external.com;100008;;;;;Beijing;China;Carrol Renolds;Design & Implementation of data retention mechanism to enable GDPR compliance activities.
100078;1000002764;;Haywood;Seth;;Haywood.Seth@external.com;100013;;;;;Friedberg;Australia;Haywood Seth;Data science techniques required for Machine Learning/Artificial Intelligence.
100079;1000002766;;Latoya;Noren;;Latoya.Noren@external.com;100005;;;;;Philadelphia;United States;Latoya Noren;Demand and Delivery Tracker used for resource management and forecasting
100080;1000002767;;Leigha;Dumais;;Leigha.Dumais@external.com;100011;;;;;Philadelphia;United States;Leigha Dumais;Embedding security into delivery pipelines.
100081;1000002769;;Dalton;Seel;;Dalton.Seel@external.com;100014;;;;;Pittsburgh;United States;Dalton Seel;Design & implement Master Data Management (MDM) concepts.
100082;1000002770;;Kiersten;Roig;;Kiersten.Roig@external.com;100004;;;;;Lincoln Park;United States;Kiersten Roig;Developer Applications
100084;1000002781;;Damion;Mccants;;Damion.Mccants@external.com;100009;;;;;Philadelphia;United States;Damion Mccants;Developer Web
100085;1000002782;;Naida;Marburger;;Naida.Marburger@external.com;100005;;;;;NORWICH;Brazil;Naida Marburger;Test automation using eCATT
100086;1000002780;;Carolee;Grosvenor;;Carolee.Grosvenor@external.com;100013;;;;;Irvine;United States;Carolee Grosvenor;Tool for External Resource buying and requesting
100087;1000002784;;America;Vittetoe;;America.Vittetoe@external.com;100001;;;;;Lomita;United States;America Vittetoe;Professional Services Automation (PSA), Event Generation, Development and Configuration
100088;1000002783;;Gisela;Burman;;Gisela.Burman@external.com;100006;;;;;Denver;United States;Gisela Burman;Functional Consulting IT
100089;1000002785;;Alaina;Hoeft;;Alaina.Hoeft@external.com;100005;;;;;Mill Valley;United States;Alaina Hoeft;Assure GDPR compliance by recording the details of new process/procedure
100090;1000002786;;Dorine;Gloor;;Dorine.Gloor@external.com;100006;;;;;Garland;United States;Dorine Gloor;Groovy�used for scripting in integration and testing
100091;1000002788;;Haley;Colston;;Haley.Colston@external.com;100005;;;;;Bellport;United States;Haley Colston;Web based development workbench
100092;1000002840;;Madeleine;Leggett;;Madeleine.Leggett@external.com;100007;;;;;LA MURE;United Kingdom;Madeleine Leggett;Deliver cloud infrastructure via code, maintain servers via automated configuration mgmt tools.
100094;1000002938;;Blanch;Bunge;;Blanch.Bunge@external.com;100012;;;;;Berlin;Germany;Blanch Bunge;"Prepare & present overview of the IT Asset Mgmt Process for internal & external hardware & software Audits. 
Present evidence in certification audits to demonstrate compliance of Hardware & Software Asset Management processes & controls.
Post-audit follow-up of questions, issues found & resolve CAPA audit requests (corrective action - preventive action)"
100098;1000004586;;Nan;Pembleton;;Nan.Pembleton@external.com;100005;;;;;Stuttgart;Germany;Nan Pembleton;"Ensure & Monitor SAP hardware & software asset Data Flow Process.
Drive integration into SAP standard hardware asset inventory
Incident Management & Root Cause Analysis
Ongoing Stakeholder Management for process improvement feedback
"
100099;1000002761;;Nickie;Townson;;Nickie.Townson@external.com;100004;;;;;Stuttgart;Germany;Nickie Townson;Strategic Enablement, IT Engagement, IT Consulting
100100;1000004484;;Randell;Demar;;Randell.Demar@external.com;100006;;;;;Stuttgart;Germany;Randell Demar;IT devices & services, personal equipment (Windows & Mac), supporting services prourement, software licensing and email migration.
1;1;SF_SD4;Francois;Trombley;Assembly Manager;francis.trombley@bestrunsap.com;102009;Production FR (50130011);Management & Planning (50070999);Manufacturing (MANU);Paris (2210-0001);Nice;France;Francois Trombley;Assembly Manager Application Lifecycle Management
100009;100009;SF_SD4;Ellen;Reckert;Recruiting Manager;Ellen.Reckert@bestrunsap.com;82092;Human Resources US (50150001);Management & Planning (50070999);Corporate Services (CORP_SVCS);Philadelphia (1710-2018);Cheltenham;United States;Ellen Reckert;Recruiting Manager Big Data EIM
100052;100052;SF_SD4;Amanda;Winters;Development Analyst Lead;Amanda.Winters@bestrunsap.com;100083;Employee Development (50012007);HR Professional (50029122);Corporate Services (CORP_SVCS);Chicago (1710-2011);Peoria;United States;Amanda Winters;Development Analyst Lead Business Intelligence
100083;100083;SF_SD4;Jack;Kincaid;Development Manager;Jack.Kincaid@bestrunsap.com;82092;Employee Development (50012007);Management & Planning (50070999);Corporate Services (CORP_SVCS);San Francisco (1710-2003);Harrisburg;United States;Jack Kincaid;Development Manager BW4HANA
100093;100093;SF_SD4;Rick;Smolla;Development Analyst;Rick.Smolla@bestrunsap.com;100083;Employee Development (50012007);HR Professional (50029122);Corporate Services (CORP_SVCS);Philadelphia (1710-2018);Cheltenham;United States;Rick Smolla;Development Analyst BYD
100095;100095;SF_SD4;Kay;Holliston;Program Manager;Kay.Holliston@bestrunsap.com;100083;Human Resources US (50150001);HR Professional (50029122);Corporate Services (CORP_SVCS);Philadelphia (1710-2018);North Wales;United States;Kay Holliston;Program Manager C4C
100096;100096;SF_SD4;Sarah;Moultone;Inspector;Sarah.Moultone@bestrunsap.com;108730;Quality Assurance US (50150013);Professional (50070970);Manufacturing (MANU);New Brunswick (1710-2009);Alma;United States;Sarah Moultone;Inspector C4TE
100097;100097;SF_SD4;Scott;Wang;Quality Assurance Manager;Scott.Wang@bestrunsap.com;107004;Operations CN (50100010);Management & Planning (50070999);Manufacturing (MANU);Shanghai (2800-SH01);Beijing;China;Scott Wang;Quality Assurance Manager CEC
1000971;1000971;SF_SD4;Michael;Schmidt;Capacity Planning Manager;Michael.Schmidt@bestrunsap.com;103036;Production AU (50110011);Management & Planning (50070999);Manufacturing (MANU);Sydney (8510-0001);Friedberg;Australia;Michael Schmidt;Capacity Planning Manager Core Platform
100112;100112;SF_SD4;John;Williams;SVP Operations & Maintenance;John.Williams@bestrunsap.com;100135;Operations US (50007753);Executive Management (50071000);Manufacturing (MANU);Corporate - US-Philadelphia (1710-2001);Philadelphia;United States;John Williams;SVP Operations & Maintenance CRM
100113;100113;SF_SD4;Barbara;Kent;Executive Assistant;Barbara.Kent@bestrunsap.com;100112;Production US (50150011);Executive Support (50011876);Manufacturing (MANU);Corporate - US-Philadelphia (1710-2001);Philadelphia;United States;Barbara Kent;Executive Assistant Cross Platform Integration
100115;100115;SF_SD4;Mya;Cooper;VP Operations;Mya.Cooper@bestrunsap.com;100112;Operations US (50007753);Executive Management (50071000);Manufacturing (MANU);Corporate - US-Philadelphia (1710-2001);Pittsburgh;United States;Mya Cooper;VP Operations Knowledge about functionality and architecture of the product SAP Customer Checkout
100135;100135;SF_SD4;Sarah;Davis;President United States;Sarah.Davis@bestrunsap.com;890274;Leadership Team BestRun (300);Executive Management (50071000);Executive Office (EXEC);New York-Manhattan (1710-2008);Lincoln Park;United States;Sarah Davis;President United States DBOS
100152;100152;SF_SD4;Joanne;Pawlucky;Compensation Manager;Joanne.Pawlucky@bestrunsap.com;82092;Total Rewards (50007730);Management & Planning (50070999);Corporate Services (CORP_SVCS);Philadelphia (1710-2018);Wayne;United States;Joanne Pawlucky;Compensation Manager Enterprise Data Management
100173;100173;SF_SD4;Yvette;Williams;Executive Assistant to the President;Yvette.Williams@bestrunsap.com;100135;Leadership Team BestRun (300);Executive Support (50011876);Executive Office (EXEC);Corporate - US-Philadelphia (1710-2001);Philadelphia;United States;Yvette Williams;Executive Assistant to the President EPM
100188;100188;SF_SD4;Paul;Scholes;Capacity Planning Manager;paul.scholes@bestrunsap.com;101037;Production BR (50160011);Management & Planning (50070999);Manufacturing (MANU);Sao Paulo (7000-0001);NORWICH;Brazil;Paul Scholes;Capacity Planning Manager Knowledge about functionality and architecture of the product SAP Event Ticketing
100239;100239;SF_SD4;Mark;Taylor;VP Human Resources USA;Mark.Taylor@bestrunsap.com;100135;Human Resources US (50150001);Executive Management (50071000);Corporate Services (CORP_SVCS);San Francisco (1710-2003);Irvine;United States;Mark Taylor;VP Human Resources USA GRC
100240;100240;SF_SD4;Lisa;Felix;Executive Assistant;Lisa.Felix@bestrunsap.com;100239;Human Resources US (50150001);Executive Support (50011876);Corporate Services (CORP_SVCS);San Francisco (1710-2003);Lomita;United States;Lisa Felix;Executive Assistant HANA PLATFORM
100241;100241;SF_SD4;John;Parker;Sr. Compensation Analyst;John.Parker@bestrunsap.com;100152;Total Rewards (50007730);HR Professional (50029122);Corporate Services (CORP_SVCS);San Francisco (1710-2003);Denver;United States;John Parker;Sr. Compensation Analyst HCM
100257;100257;SF_SD4;Janice;Fredrickson;Project Lead;Janice.Fredrickson@bestrunsap.com;802982;Operations US (50007753);Engineering (50000074);Manufacturing (MANU);Boston (1710-2017);Mill Valley;United States;Janice Fredrickson;Project Lead INDUSTRY SOLUTIONS
100258;100258;SF_SD4;Lauren;Rivera Rivera;Assembly Worker;lauren.rivera@bestrun.com;802984;Production US (50150011);Craft Workers (50071001);Manufacturing (MANU);San Francisco (1710-2003);Garland;United States;Lauren Rivera Rivera;Assembly Worker MDG
100259;100259;SF_SD4;Joe;Flores;Project Manager;Joe.Flores@bestrunsap.com;0;Information Technology BR (50171015);Professional (50070970);Information Technology (IT);Los Angeles (1710-2016);Bellport;United States;Joe Flores;Project Manager NW JAVA
100498;100498;SF_SD4;Renee;Laparte;Capacity Planning Manager;Renee.Laparte@bestrunsap.com;102009;Production UK (50120011);Management & Planning (50070999);Manufacturing (MANU);Knutsford (0200-0005);LA MURE;United Kingdom;Renee Laparte;Capacity Planning Manager PARTNER SUPPORT
101001;101001;SF_SD4;Laurent;Moulet;President BestRun EMEA;Laurent.Moulet@bestrunsap.com;890223;Leadership Team EMEA (50200001);Executive Management (50071000);Executive Office (EXEC);Paris (2210-0001);Surrey;France;Laurent Moulet;President BestRun EMEA S4HANA Cloud
101002;101002;SF_SD4;Ellie;Tweddle;Engineer I;Ellie.Tweddle@bestrunsap.com;101010;Engineering UK (50120015);Engineering (50000074);Manufacturing (MANU);MIddlesex (0200-0006);Cornwall;United Kingdom;Ellie Tweddle;Engineer I S4HANA Finance
101003;101003;SF_SD4;Ian;Grant;Engineering Intern;Ian.Grant@bestrunsap.com;101010;Engineering UK (50120015);Engineering (50000074);Manufacturing (MANU);Maidenhead (0200-0007);Shetland Islands;United Kingdom;Ian Grant;Engineering Intern S4HANA PLM MAN
101004;101004;SF_SD4;Jane;Watson;Recruiter;Jane.Watson@bestrunsap.com;101026;Talent Acquisition UK (50120006);HR Professional (50029122);Corporate Services (CORP_SVCS);MIddlesex (0200-0006);Scottish Borders;United Kingdom;Jane Watson;Recruiter S4HANA PROCUREMENT
101005;101005;SF_SD4;Sandra;Gray;VP Operations;Sandra.Gray@bestrunsap.com;101035;Operations UK (50120010);Executive Management (50071000);Manufacturing (MANU);London (0200-0004);Essex;United Kingdom;Sandra Gray;VP Operations S4HANA Sales
101006;101006;SF_SD4;Sam;Martin;President United Kingdom;Sam.Martin@bestrunsap.com;101001;Leadership Team  UK (50120000);Executive Management (50071000);Executive Office (EXEC);London (0200-0004);Manchester;United Kingdom;Sam Martin;President United Kingdom Knowledge about core functionality and architecture of the SAP Cloud Platform
101007;101007;SF_SD4;Thomas;McManus;Custodian;Thomas.McManus@bestrunsap.com;101018;Building Management UK (50120018);Craft Workers (50071001);Manufacturing (MANU);London (0200-0004);Devon;United Kingdom;Thomas McManus;Custodian SCM
101008;101008;SF_SD4;Phil;Hillier;Custodian;Phil.Hillier@bestrunsap.com;101018;Building Management UK (50120018);Craft Workers (50071001);Manufacturing (MANU);Knutsford (0200-0005);Argyll and Bute;United Kingdom;Phil Hillier;Custodian SF EC, INT, Analytics
101009;101009;SF_SD4;Juliet;Wood;Executive Assistant;Juliet.Wood@bestrunsap.com;101032;Human Resources UK (50120001);Executive Support (50011876);Corporate Services (CORP_SVCS);MIddlesex (0200-0006);West Berkshire;United Kingdom;Juliet Wood;Executive Assistant SF LMS, JAM & PLT 
101010;101010;SF_SD4;Paul;Burgess;Engineering Manager;Paul.Burgess@bestrunsap.com;101037;Engineering UK (50120015);Management & Planning (50070999);Manufacturing (MANU);MIddlesex (0200-0006);Hertfordshire;United Kingdom;Paul Burgess;Engineering Manager SF Recruiting & ONB
101011;101011;SF_SD4;Alison;Mahoney;Planning & Scheduling Manager;Alison.Mahoney@bestrunsap.com;101037;Planning & Scheduling UK (50120014);Management & Planning (50070999);Manufacturing (MANU);MIddlesex (0200-0006);Norfolk;United Kingdom;Alison Mahoney;Planning & Scheduling Manager SF TALENT
101012;101012;SF_SD4;Joseph;Hoyle;Building Manager;Joseph.Hoyle@bestrunsap.com;101018;Building Management UK (50120018);Management & Planning (50070999);Manufacturing (MANU);Maidenhead (0200-0007);Gloucestershire;United Kingdom;Joseph Hoyle;Building Manager Knowledge about functionality and architecture of the product SAP Sports One
101013;101013;SF_SD4;Gavin;Forsyth;Custodian;Gavin.Forsyth@bestrunsap.com;101018;Building Management UK (50120018);Craft Workers (50071001);Manufacturing (MANU);Maidenhead (0200-0007);Tyne and Wear;United Kingdom;Gavin Forsyth;Custodian SRM
101014;101014;SF_SD4;Claire;Pendery;Executive Assistant;Claire.Pendery@bestrunsap.com;101035;Operations UK (50120010);Executive Support (50011876);Manufacturing (MANU);London (0200-0004);South Yorkshire;United Kingdom;Claire Pendery;Executive Assistant Support Portal
101015;101015;SF_SD4;Alexander;Ruidd;Development Manager;Alexander.Ruidd@bestrunsap.com;101017;Employee Development UK (50120009);Management & Planning (50070999);Corporate Services (CORP_SVCS);London (0200-0004);Somerset;United Kingdom;Alexander Ruidd;Development Manager UX
101016;101016;SF_SD4;Morton;O'Callanhan;Engineer III;Morton.O'Callanhan@bestrunsap.com;101010;Engineering UK (50120015);Engineering (50000074);Manufacturing (MANU);Maidenhead (0200-0007);West Midlands;United Kingdom;Morton O'Callanhan;Engineer III Unix / Linux Architecture, kernel, API and principles of operation Software development IBM
101017;101017;SF_SD4;Lucy;Geall;Director of Talent Management;Lucy.Geall@bestrunsap.com;101032;Talent Management UK (50120005);Management & Planning (50070999);Corporate Services (CORP_SVCS);Maidenhead (0200-0007);Highland;United Kingdom;Lucy Geall;Director of Talent Management AIF Development
101018;101018;SF_SD4;Blake;Seabury;VP Facilities;Blake.Seabury@bestrunsap.com;101005;Facilities Maintenance UK (50120012);Executive Management (50071000);Manufacturing (MANU);London (0200-0004);Kingston upon Hull;United Kingdom;Blake Seabury;VP Facilities B2B Development
101019;101019;SF_SD4;Pamela;Dornbach;Administrator;Pamela.Dornbach@bestrunsap.com;101037;Production UK (50120011);Administrative Support (50070968);Manufacturing (MANU);London (0200-0004);Suffolk;United Kingdom;Pamela Dornbach;Administrator Interface Development
101020;101020;SF_SD4;Kevin;McClure;HR Business Partner;Kevin.McClure@bestrunsap.com;101050;HR Business Office UK (50120003);HR Professional (50029122);Corporate Services (CORP_SVCS);Maidenhead (0200-0007);North Somerset;United Kingdom;Kevin McClure;HR Business Partner Generic software engineering and development  tasks based on SAP Development Platforms, mainly on the platforms SAP NetWeaver, SAP HANA and SAP HANA Cloud Platform. Area of activities are front-end, back-end and  interface development. This includes to extend, to integrate and to build up new applications: on premise and in the cloud evironment
101021;101021;SF_SD4;Dean;Byrne;Recruiter;Dean.Byrne@bestrunsap.com;101026;Talent Acquisition UK (50120006);HR Professional (50029122);Corporate Services (CORP_SVCS);Maidenhead (0200-0007);Portsmouth;United Kingdom;Dean Byrne;Recruiter SAP SDI & SAP SDQ development
101022;101022;SF_SD4;James;Trott;Recruiter;James.Trott@bestrunsap.com;101026;Talent Acquisition UK (50120006);HR Professional (50029122);Corporate Services (CORP_SVCS);Knutsford (0200-0005);Essex;United Kingdom;James Trott;Recruiter SAP ADP development
101023;101023;SF_SD4;Tony;Banks;Sr. Compensation Analyst;Tony.Banks@bestrunsap.com;101024;Compensation and Benefits UK (50120007);HR Professional (50029122);Corporate Services (CORP_SVCS);London (0200-0004);Leicestershire;United Kingdom;Tony Banks;Sr. Compensation Analyst SAP Migration Cockpit development
101024;101024;SF_SD4;Anna;Dodds;Compensation Manager;Anna.Dodds@bestrunsap.com;101017;Compensation and Benefits UK (50120007);Management & Planning (50070999);Corporate Services (CORP_SVCS);MIddlesex (0200-0006);Leicestershire;United Kingdom;Anna Dodds;Compensation Manager Web Enablement
